"text","tipo","sensibile"
"A scientist in a surrealist society kidnaps children to steal their dreams hoping that they slow his aging process",4,0
"A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglords mistress",4,1
"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious innercity high school After having a terrible first day she decides she must throw decorum to the wind When Johnson returns to the classroom she does so armed with a nononsense attitude informed by her military training and a fearless determination to better the lives of her students  no matter what the cost",4,1
"In the year 2035 convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earths population and forced the survivors into underground communities But when Cole is mistakenly sent to 1990 instead of 1996 hes arrested and locked up in a mental hospital There he meets psychiatrist Dr Kathryn Railly and patient Jeffrey Goines the son of a famous virus expert who may hold the key to the mysterious rogue group the Army of the 12 Monkeys thought to be responsible for unleashing the killer disease",4,1
"Babe is a little pig who doesnt quite know his place in the world With a bunch of odd friends like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom Babe realizes that he has the makings to become the greatest sheep pig of all time and Farmer Hogget knows it With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be",4,0
"The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside Although platonic due to Stracheys homosexuality the relationship was nevertheless a deep and complicated one When Carrington did develop a more physical relationship with soldier Ralph Partridge Strachey was able to welcome him as a friend although Partridge remained somewhat uneasy not so much with Stracheys lifestyle and sexual orientation as with the fact that he was a conscientious objector",4,1
"A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean",4,0
"A young Russian boy Thomas Minton travels to New York as a passenger on a Russian freighter Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times Thomas is searching for the family of one of his ancestors who had emigrated decades ago but once sent a letter home together with a sample of his new profession 3DPhotography The boy follows his relatives traces by counterchecking the old 3DPhotographs of New York using an antique viewer with the same places and how they look today This way the audience gets to see the Big Apple in former times as well as today",4,1
"Identical 9yearolds from very different backgrounds orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places  and play matchmaker between Alyssas dad Roger and the kind social worker who cares for Amanda",4,0
"Shallow rich and socially successful Cher is at the top of her Beverly Hills high schools pecking scale Seeing herself as a matchmaker Cher first coaxes two teachers into dating each other Emboldened by her success she decides to give hopelessly klutzy new student Tai a makeover When Tai becomes more popular than she is Cher realizes that her disapproving exstepbrother was right about how misguided she was  and falls for him",4,1
"A SouthAfrican preacher goes to search for his wayward son who has committed a crime in the big city",4,0
"Shakespeares Play transplanted into a 1930s setting",4,0
"Depicts a heist of old bills retired from circulation and destined by the government to be money to burn However more broadly it addresses the issues of Black Americans involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States during the 1960s",4,0
"An aspiring young physician Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King Merivel joins the Kings court and lives the high life provided to someone of his position Merivel is ordered to marry his Kings mistress in order to divert the queens suspicions He is given one order by the king and that is not to fall in love The situation worsens when Merivel finds himself in love with his new wife Eventually the King finds out and relieves Merivel of his position and wealth His fall from grace leaves Merivel where he first started And through his travels and reunions with an old friend he rediscovers his love for true medicine and what it really means to be a physician",4,1
"For nine generations an evil sorcerer has been victorious in handtohand battle against his mortal enemies If he wins a tenth Mortal Kombat tournament desolation and evil will reign over the multiverse forever To save Earth three warriors must overcome seemingly insurmountable odds their own inner demons and superhuman foes in this actionadventure movie based on one of the most popular video games of all time",4,0
"Susan wants to work in television and will therefore do anything it takes even if it means killing her husband A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role",4,0
"Soontobewed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her In order to clear her head Finn visits her grandmother Hy and great aunt Glady Joe Cleary in Grasse Calif There Finn learns that Hy and Glady Joe are members of a group of passionate quilters and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom",4,0
"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the seven deadly sins in this dark and haunting film that takes viewers from the tortured remains of one victim to the next The seasoned Det Sommerset researches each sin in an effort to get inside the killers mind while his novice partner Mills scoffs at his efforts to unravel the case",4,1
"History comes gloriously to life in Disneys epic animated tale about love and adventure in the New World Pocahontas is a Native American woman whose father has arranged for her to marry her villages best warrior But a vision tells her change is coming and soon she comes face to face with it in the form of Capt John Smith",4,0
"A prudish woman working on tenure as a literacy professor at a large urban university finds herself strangely attracted to a freespirited liberal woman whom works at a local carnival which comes to town",4,1
"Held in an LA interrogation room Verbal Kint attempts to convince the feds that a mythic crime lord Keyser Soze not only exists but was also responsible for drawing him and his four partners into a multimillion dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors Verbal lures his interrogators with an incredible story of the crime lords almost supernatural prowess",4,0
"Detective  turned  bodyguard Cynthia McKay Cynthia Rothrock is hired by a psychotic icy seductress Nina Lindell Lydie Denier the same woman who killed Mckays lover months earlier  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the superrich as his protector  In a unique role reversal it is the woman protecting the man from another woman erupting into a deadly triangle of passion suspense and action",4,1
"When Lenny and his wife Amanda adopt a baby Lenny realizes that his son is a genius and becomes obsessed with finding the boys biological mother in hopes that she will be brilliant too But when he learns that Maxs mother is Linda Ash a kindhearted prostitute and porn star Lenny is determined to reform her immoral lifestyle A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy",4,1
"Fiore an Italian conman arrives in post Communist Albania with Gino his young apprentice to set up a shoe factory that will never open The con requires a native Albanian so they designate Spiro an impoverished and confused former political prisoner as chairman of the board When Fiore returns to Italy to get government funds for the project Spiro unexpectedly disappears and Gino sets out on a journey to find him The search leads him to discover Spiros tragic personal history and witness Albanian poverty firsthand",4,0
"In a depressed Texas town British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer Theyre terrible at first but Anna and her footballhero assistant whip them into shape As they work overtime the pair help kids build their selfesteem and also get involved in solving family squabbles",4,0
"Sadie looks up to her older sister Georgia a successful folk singer whos happily married with children but cant break out of the barband circuit and hit the big time she desperately covets Its in part due to her attraction to drugs and booze and also to her own unwise choice in men Finally though Sadies Achilles heel is a rough unlovely voice very different than her sisters crowdpleasing singing",4,0
"Set in modern times Alex finds King Arthurs sword Excalibur and must prove himself worthy of it",4,0
"After losing her job making out with her soon to be exboss and finding out that her daughter plans to spend Thanksgiving with her boyfriend Claudia Larson has to face spending the holiday with her family She wonders if she can survive their crazy antics",4,0
"Simple Italian postman learns to love poetry while delivering mail to a famous poet he uses this to woo local beauty Beatrice",4,0
"The year is 1952 in Quebec City Rachel 16 unmarried and pregnant works in the church Filled with shame she unburdens her guilt to a young priest under the confidentiality of the confessional In the present year of 1989 Pierre Lamontagne has returned to Quebec to attend his fathers funeral He meets up with his adopted brother Marc who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s Past and present converge in a complex web of intrigue where the answer to the mystery lies",4,1
"A nineyearold boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him",4,0
"Its fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob the monster who raped and murdered her 17yearold daughter",4,0
"In 1965 passionate musician Glenn Holland takes a day job as a high school music teacher convinced its just a small obstacle on the road to his true calling writing a historic opus As the decades roll by with the composition unwritten but generations of students inspired through his teaching Holland must redefine his lifes purpose",4,0
"When Ashtray Shawn Wayans moves to South Central LA to live with his father who appears to be the same age he is and grandmother who likes to talk tough and smoke reefer he falls in with his gangbanging cousin Loc Dog Marlon Wayans who along with the requisite pistols and Uzi carries a thermonuclear warhead for selfdefense Will Ashtray be able to keep living the straight life",4,1
"Frank OBrien a petty thief and his 7yearlong girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job which involves stealing a valuable painting Frank takes Roz to an island on the coast of New England where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up Not everything goes as planned",4,1
"Bud and Doyle are two losers who are doing nothing with their lives Both of their girlfriends are actively involved in saving the environment but the two friends couldnt care less about saving the Earth One day when a group of scientists begin a mission to live inside a BioDome for a year without outside contact Bud and Doyle mistakenly become part of the project themselves",4,0
"Jobe is resuscitated by Jonathan Walker He wants Jobe to create a special computer chip that would connect all the computers in the world into one network which Walker would control and use But what Walker doesnt realize is a group of teenage hackers are on to him and out to stop his plan",4,0
"Its a hot summer day in 1933 in South Philly where 12year old Gennaro lives with his widowed mom and his ailing grandpa who sits outside holding tight to his last quarter which hes promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater But grandpas not ready to pass on the quarter or pass on to his final reward he has some unfinished business with a woman from his past and he enlists Gennaro to act as his emissary",4,0
"After learning of her husbands infidelities a housewife invites an itinerant lesbian to move in with them None of their lives will ever be the same again",4,0
"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon smoking and drinking looking for something to do",4,0
"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas They escape across the border into Mexico and will be homefree the next morning when they pay off the local kingpin They just have to survive from dusk till dawn at the rendezvous point which turns out to be a Hell of a strip joint",4,1
"Max Kirkpatrick is a cop who protects Kate McQuean a civil law attorney from a renegade KGB team out to terminate her",4,1
"After college graduation Grovers girlfriend Jane tells him shes moving to Prague to study writing Grover declines to accompany her deciding instead to move in with several friends all of whom cant quite work up the inertia to escape their universitys pull Nobody wants to make any big decisions that would radically alter his life yet none of them wants to end up like Chet the professional student who tends bar and is in his tenth year of university studies",4,0
"In France during World War II a poor and illiterate man Henri Fortin JeanPaul Belmondo is introduced to Victor Hugos classic novel Les Misérables and begins to see parallels between the book and his own life",4,1
"The seeds of love are planted when Lisa a highpowered investment banker receives flowers from a secret admirer But when his fairytale fantasies clash with her workaholic ways they soon find out that sometimes its harder than it seems for love to conquer all",4,1
"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined only the bully wants to relive their painful past by torturing him once again",4,0
"SIRIUS 6B Year 2078 On a distant mining planet ravaged by a decade of war scientists have created the perfect weapon a bladewielding selfreplicating race of killing devices known as Screamers designed for one purpose only  to hunt down and destroy all enemy life forms",4,0
"A look into the many lives of Christa Päffgen otherwise known as Nico from cutie German mädchen to the first of the supermodels to glamorous diva of the Velvet Underground to cult item junkie and hag Many faces for the same woman whom you realize just couldnt bring herself to care enough to live",4,1
"After his daughter died in a hit and run Freddy Gale has waited six years for John Booth the man responsible to be released from prison On the day of release Gale visits Booth and announces that he will kill him in one week Booth uses his time to try and make peace with himself and his entourage and even finds romance Gale whose life is spiraling down because of his obsession towards Booth will bring himself on the very edge of sanity At he end of the week both men will find themselves on a collision course with each other",4,0
"With his gangster boss on trial for murder a mob thug known as the Teacher tells Annie Laird she must talk her fellow jurors into a notguilty verdict implying that hell kill her son Oliver if she fails She manages to do this but when it becomes clear that the mobsters might want to silence her for good she sends Oliver abroad and tries to gather evidence of the plot against her setting up a final showdown",4,0
"Several people try to take advantage of a little girls innocence to hustle money her mom gave to her to buy a goldfish with",4,0
"A mafia film in Tarantino style with a starstudded cast Jimmy’s “The Saint” gangster career has finally ended Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan”",4,0
"After World War II Antonia and her daughter Danielle go back to their Dutch hometown where Antonias late mother has bestowed a small farm upon her There Antonia settles down and joins a tightlyknit but unusual community Those around her include quirky friend Crooked Finger wouldbe suitor Bas and eventually for Antonia a granddaughter and greatgranddaughter who help create a strong family of empowered women",4,0
"This film relates the story of a tightly connected AfroAmerican community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere as told by a boy called Cliff who spent his childhood there Despite this we see the life of the community in all its joys and sorrows of those that live there while others decide to leave for a better life north For those remaining things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation In response the community must make the decision of whether to submit meekly like they always have or finally fight for their rights",4,0
"Filmed entirely on location in East Hampton Long Island Last Summer in the Hamptons concerns a large theatrical family spending the last weekend of their summer together at the decadesold family retreat which economic circumstances have forced them to put on the market Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends  led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors directors and playwrights In the course of a very unusual weekend comic as well as serious situations arise and the familys secrets  of which there are many  begin to unravel",4,1
"In Victorian England wealthy patriarch Sir Harald Alabaster invites an impoverished biologist William Adamson into his home There William tries to continue his work but is distracted by Alabasters seductive daughter Eugenia William and Eugenia begin a torrid romance but as the couple become closer the young scientist begins to realize that dark disturbing things are happening behind the closed doors of the Alabaster manor",4,1
"Teenage boys discover discipline and camaraderie on an illfated sailing voyage",4,0
"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in Trouble is the critic is really a villainous jewel thief with an orangutan assistant named Dunston When Dunston gets loose and tries to escape a life of crime  aided by Roberts sons  havoc hijinks and lots of laughs abound",4,1
"When dignified Albert Donnelly runs for Governor his team moves to keep his slowwitted and klutzy younger brother Mike out of the eye of the media To babysit Mike the campaign assigns sarcastic Steve who gets the experience of a lifetime when he tries to take Mike out of town during the election",4,0
"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles accompanied by his 6yearold daughter Lynn Because of his ordinary looks he is approached by a pair of sinister people named Smith and Jones",4,1
"The Journey of August King is a multidimensional drama about a North Carolina farmer in 1815 August King a widower is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter On his journey he comes upon a runaway slave a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and ultimately returned to her slave owner",4,1
"A housemaid falls in love with Dr Jekyll and his darkly mysterious counterpart Mr Hyde",4,0
"Maximillian the lone survivor of a race of vampires comes to Brooklyn in search of a way to live past the next full moon His ticket to survival is Rita a NYPD detective who doesnt know shes half vampire  and Maximillian will do whatevers necessary to put her under his spell",4,1
"During a snowy winter in the small fictional town of Knights Ridge Massachusetts a group of lifelong buddies hang out drink and struggle to connect with the women who affect their decisions dreams and desires",4,0
"When rogue stealthfighter pilot Vic Deakins deliberately drops off the radar while on maneuvers the Air Force ends up with two stolen nuclear warheads  and Deakinss copilot Riley Hale is the militarys only hope for getting them back Traversing the deserted canyons of Utah Hale teams with park ranger Terry Carmichael to put Deakins back in his box",4,1
"Out of work actor Joe volunteers to help try and save his sisters local church for the community by putting on a Christmas production of Hamlet somewhat against the advice of his agent Margaretta As the cast he assembles are still available even at Christmas and are prepared to do it on a profit sharing basis that is they may not get paid anything he cannot expect  and does not get  the cream of the cream But although they all bring their own problems and foibles along something bigger starts to emerge in the perhaps aptly named village of Hope",4,0
"Aimlessly whiling away their days in the concrete environs of their deadend suburbia Vinz Hubert and Said  a Jew African and an Arab  give human faces to Frances immigrant populations their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point La Haine means Hate",4,0
"A dark hip urban story of a barren and anonymous city where the underclass sport of choice is ramraiding An exciting game in which stolen cars are driven through shop windows to aid largescale looting before the police arrive For Tommy its a business but for Billy and Jo its a labour of love As the competition between Tommy and Billy grows more fierce the stakes become higher and the shopping trips increasingly risky",4,0
"A documentary crew from the BBC arrives in LA intent on interviewing Heidi Fleiss a year after her arrest for running a brothel but before her trial Several months elapse before the interview so the crew searches for anyone wholl talk about the young woman Two people have a lot to say to the camera a retired madam named Alex for whom Fleiss once worked and Fleisss onetime boyfriend Ivan Nagy who introduced her to Alex Alex and Nagy dont like each other so the crew shuttles between them with she said and he said When they finally interview Fleiss they spend their time reciting what Alex and Nagy have had to say and asking her reaction",4,0
"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor and unexpectedly farreaching consequences",4,0
"Upon his release from a mental hospital following a nervous breakdown the directionless Anthony joins his friend Dignan who seems far less sane than the former Dignan has hatched a hairbrained scheme for an asyetunspecified crime spree that somehow involves his former boss the supposedly legendary Mr Henry",4,1
"A single and lonely woman finds the seemingly perfect man to date but soon regrets it when his deranged and possessive other personality emerges and worst still she cannot convince anyone else of his JekyllHyde true nature",4,0
"Ray Liotta stars as a medical examiner who has been acquitted for his wifes murder but many still question his innocence Obsessed with finding his wifes killer a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another but not without consequences Liotta driven to solve the case injects himself with the serum bringing him closer and closer to finding her killer but bringing him closer to death",4,1
"Failed hockey playerturnedgolf whiz Happy Gilmore  whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin  is determined to win a PGA tournament so he can save his grannys house with the prize money Meanwhile an attractive tour publicist tries to soften Happys image",4,0
"Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s",4,1
"No overview found",4,0
"After telling the story of Flints last journey to young Jim Hawkins Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates The gang escapes into the town where they hire out a boat and crew to find the hidden treasure which was revealed by Bones before he died On their voyage across the seas they soon find out that not everyone on board can be trusted",4,1
"A documentary following Christy Turlington and other models during spring fashion week in Milan Paris and New York",4,1
"An excon holds a group of people hostage in a topless bar",4,0
"Enraged at the slaughter of Murron his new bride and childhood love Scottish warrior William Wallace slays a platoon of the local English lords soldiers This leads the village to revolt and eventually the entire country to rise up against English rule",4,0
"A mentally unstable Vietnam War veteran works as a nighttime taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action attempting to save a preadolescent prostitute in the process",4,1
"Keong comes from Hong Kong to visit New York for his uncles wedding His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon During his stay in the Bronx Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market One of those petty thugs in the local gang stumbles into a criminal situation way over his head",4,1
"Two parents deal with the effects when their son is accused of murdering his girlfriend",4,0
"In a town where half the men die down the coalpit Margaret MacNeil is quite happy being single in her small Cape Breton island town Until she meets Neil Currie a charming and sincere bagpipeplaying Gaelicspeaking dishwasher But no matter what you do you cant avoid the spectre of the pit forever",4,1
"Francis the boss of a small plumbing supply company is harassed by tax collectors striking employees and an impossible wife and daughter His only joy is sharing lunch with his friend Gerard Then a TV show called where are you shows a woman from Gers who is searching for her husband who disappeared 28 years ago The lost husband looks like an identical twin of Francis",4,0
"Using previously unreleased archival material in addition to contemporary interviews this academy awardwinning documentary tells the story of the Frank family and presents the first fullyrounded portrait of their brash and freespirited daughter Anne perhaps the worlds most famous victim of the Holocaust Written by Dawn M Barclift",4,0
"A sinister tale of genius gone wrong The Young Poisoners Handbook chronicles a young mans descent into madness against the absurd backdrop of suburban English life Hugh OConor plays Graham Young a schoolboy from the London suburbs whose deadly obsession with toxic substances causes him to dabble in experimental murder",4,0
"Joe and Lucy are roommates and best friends Lucy whose love life is embarrassingly dull convinces Joe who is infatuated with a neighbor hes never met that if they dont have stable romances within a month they must jump off the Brooklyn Bridge",4,0
"Ruben and Robby are twin brothers adopted by Mona one of the wealthiest  and most eccentric  women in Santa Barbara Ruben is devoted to Mona but Robby is more devoted to her money So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness mayhem and even attempted murder On Rubens side is Lou Perilli an exChicago cop and used car dealer who knows the law  and how to get around it On Robbys side is ruthless businessman Reed Tyler who is out to turn a swift profit on Monas property Walking a shifty line between them is Eddie Agopian the family lawyer who doesnt care which side wins as long as hes on the winners side But whether theyre stealing big or stealing little theyre all stealing in this hilarious comedy about greed power and brotherly love",4,1
"A bunch of high school misfits in Hawaii introduced by their new teacher attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia",4,0
"The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland",4,0
"Marcus is a successful advertising executive who woos and beds women almost at will After a company merger he finds that his new boss the ravishing Jacqueline is treating him in exactly the same way Completely traumatised by this his work goes badly downhill",4,1
"Every day Cop 223 buys a can of pineapple with an expiration date of May 1 symbolizing the day hell get over his lost love Hes also got his eye on a mysterious woman in a blond wig oblivious of the fact shes a drug dealer Cop 663 is distraught with heartbreak over a breakup But when his ex drops a spare set of his keys at a local cafe a waitress lets herself into his apartment and spruces up his life",4,0
"The adventures and deceptions of a photographer who travels through the small villages of Sicily pretending that he is working for the big film studios in Rome",4,1
"Adopted as a child new father Mel Colpin Ben Stiller decides he cannot name his son until he knows his birth parents and determines to make a crosscountry quest to find them Accompanied by his wife Nancy Patricia Arquette and an inept yet gorgeous adoption agent Tina Tea Leoni he departs on an epic road trip that quickly devolves into a farce of mistaken identities wrong turns and overzealous and lovestruck ATF agents Josh Brolin Richard Jenkins",4,1
"A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia",4,0
"The death of a prince brings a young woman back to the palace where she was born into servitude The lingering legacy of the harem is brought into light from behind frosted windows and velvet curtains",4,0
"Michel Negroponte a documentary filmmaker meets Maggie one day in Central Park Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan Michel gets to know Maggie over the next couple of years and attempts to use her often outlandish stories as clues to reconstruct her pastn  Written by James Meek",4,1
"Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avantgarde dancer",4,0
"A ten year old girl named Angela leads her six year old sister Ellie through various regimens of purification in an attempt to rid themselves of their evil which she believes to be the cause of their mothers mental illness Precocious to say the least Angela has visions of Lucifer coming to take her and her sister away and one of her remedies for this is for them to remain within a circle of their dolls and toys until they see a vision of the virgin Mary come to them But such thinking can only lead to an ending befitting of her own mental state",4,0
"The quirky story of a young boys adventures growing up with his stunningly beautiful mother and the two very different men who love her",4,0
"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant DA takes charge of the investigation Through a web of blackmail and prostitution involving the Governor an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case",4,0
"Balbuena is a genial illegal immigrant who makes his way to New York City to take a bite out of the Big Apple But his hopes of finding a better life soon begin to fade as Balbuena encounters one obstacle after another in the hardscrabble uncaring metropolis",4,1
"Within days after the release of Negativlands clever parody of U2 and Casey Kasem recording industry giant Island Records descended upon the band with a battery of lawyers intent on erasing the piece from the history of rock music  Craig Tribulation 99 Baldwin follows this and other intellectual property controversies across the contemporary arts scene Playful and ironic his cutandpaste collageessay surveys the prospects for an electronic folk culture in the midst of an increasingly commodified corporate media landscape",4,0
"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record But Admiral Graham his nemesis assigns Dodge to the Stingray a submarine that can barely keep afloat To add insult to injury the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse Dodges crew is a band of idiots even more incompetent that he is",4,1
"Mark Rappaports creative biopic about actress Jean Seberg is presented in a firstperson autobiographical format with Seberg played by Mary Beth Hurt He seamlessly interweaves cinema politics American society and culture and film theory to inform entertain and move the viewer Sebergs many marriages as well as her film roles are discussed extensively Her involvement with the Black Panther Movement and subsequent investigation by the FBI is covered Notably details of French New Wave cinema Russian Expressionist silent films and the careers of Jane Fonda Vanessa Redgrave and Clint Eastwood are also intensively examined Much of the film is based on conjecture but Rappaport encourages viewers to reexamine their ideas about women in film with this thoughtprovoking picture",4,1
"Firsttime director Dirk Shafer also penned this raucous mockumentary a blend of fact and fiction that recreates his 1992 reign as Playgirl magazines Centerfold of the Year When Shafer chooses to keep the fact that hes gay a secret from the magazines editors he finds himself living the ultimate lie  and incapable of giving female readers what they really want Will he succumb to his lovers pressures to come out of the closet",4,0
"While on a train a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family This film evokes the haunting quality of memory while creating a heartfelt portrait of a boys life in a rural 1940s Southern town",4,0
"A subtle yet violent commentary on feudal lords",4,0
"Tally Atwater has a dream to be a primetime network newscaster She pursues this dream with nothing but ambition raw talent and a homemade demo tape Warren Justice is a brilliant hard edged veteran newsman He sees Tally has talent and becomes her mentor Tally’s career takes a meteoric rise and she and Warren fall in love The romance that results is as intense and revealing as television news itself Yet each breaking story every videotaped crisis that brings them together also threatens to drive them apart",4,1
"A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancés rightwing moralistic parents",4,0
"In 1981 in Medjugorje BA a group of kids claim that Virgin Mary appeared to them on a hill The local priest believes them and spreads the word Religious tourism blossoms The communist government is concerned and arrests the priest",4,0
"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island New York over three months as they grapple with basic ideas and values — love sex marriage religion and family — in the 1990s Directed written produced by and starring Edward Burns",4,0
"Marcus Burnett is a henpecked family man Mike Lowry is a footloose and fancy free ladies man Both are Miami policemen and both have 72 hours to reclaim a consignment of drugs stolen from under their stations nose To complicate matters in order to get the assistance of the sole witness to a murder they have to pretend to be each other",4,1
"Far from home in the lush bamboo forests of China tenyearold Ryan Tyler with the help of a young girl goes on a wonderful journey to rescue a baby panda taken by poachers",4,0
"Film adaptation of street tough Jim Carrolls epistle about his kaleidoscopic free fall into the harrowing world of drug addiction",4,1
"An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge",4,0
"A man wakes up in an alley bleeding and with no memory of who he is He stumbles into a coffee shop and is befriended by a charitable exnun who is failing in her attempts to write marketable pornography",4,0
"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971 risking the lives of astronaut Jim Lovell and his crew with the failed journey turning into a thrilling saga of heroism Drifting more than 200000 miles from Earth the astronauts work furiously with the ground crew to avert tragedy",4,1
"In the highlands of Scotland in the 1700s Rob Roy tries to lead his small town to a better future by borrowing money from the local nobility to buy cattle to herd to market When the money is stolen Rob is forced into a Robin Hood lifestyle to defend his family and honour",4,0
"A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood",4,0
"The Dark Knight of Gotham City confronts a dastardly duo TwoFace and the Riddler Formerly District Attorney Harvey Dent TwoFace believes Batman caused the courtroom accident which left him disfigured on one side And Edward Nygma computergenius and former employee of millionaire Bruce Wayne is out to get the philanthropist as The Riddler Former circus acrobat Dick Grayson his family killed by TwoFace becomes Waynes ward and Batmans new partner Robin",4,1
"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre When her lovestruck friend Henri mentions a secretive highclass brothel run by Madame Anais Séverine begins to work there during the day under the name Belle de Jour But when one of her clients grows possessive she must try to go back to her normal life",4,0
"Patricia Arquette stars as American widow Laura Bowman a young doctor whos unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s in this fictionalized drama based on actual events Bowman initially left San Francisco with her sister Frances McDormand in an attempt to escape painful memories of her husband and sons violent deaths But her fight to escape to Thailand could prove just as harrowing",4,1
"Auggie runs a small tobacco shop in Brooklyn New York The whole neighborhood comes to visit him to buy cigarettes and have some small talk During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram",4,0
"Canadian Bacon is the only fictitious film from Director Michael Moore This comedy is about an American president who decides to go to war to bring the public’s opinion of him up during election time Canadian Bacon is actor John Candy’s last film",4,1
"Furious that her late father only willed her his gloomylooking mansion rather than his millions Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house But when she enters the rickety mansion to seek her claim she is frightened away by a wicked wave of ghosts Determined to get her hands on this hidden fortune she hires afterlife therapist Dr James Harvey to exorcise the ghosts from the mansion Harvey and his daughter Kat move in and soon Kat meets Casper the ghost of a young boy whos the friendliest ghost you know But not so friendly are Caspers unclesStretch Fatso and Stinkiewho are determined to drive all fleshies away",4,0
"Strike is a young city drug pusher under the tutelage of druglord Rodney LittleWhen a night man at a fastfood restaurant is found with four bullets in his body Strikes older brother turns himself in as the killer Det Rocco Klein doesnt buy the story however and sets out to find the truth and it seems that all the fingers point toward Strike amp Rodney",4,1
